,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Senior,Family,Single,Small,Medium,Large
686,0.0,3,male,14.0,4,1,39.6875,S,Mr,0,6,False,False,True,False
687,0.0,3,male,19.0,0,0,10.1708,S,Mr,0,1,True,False,False,False
688,0.0,3,male,18.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
689,1.0,1,female,15.0,0,1,211.3375,S,Miss,0,2,False,True,False,False
690,1.0,1,male,31.0,1,0,57.0,S,Mr,0,2,False,True,False,False
691,1.0,3,female,4.0,0,1,13.4167,C,Miss,0,2,False,True,False,False
692,1.0,3,male,30.0,0,0,56.4958,S,Mr,0,1,True,False,False,False
693,0.0,3,male,25.0,0,0,7.225,C,Mr,0,1,True,False,False,False
694,0.0,1,male,60.0,0,0,26.55,S,Mr,0,1,True,False,False,False
695,0.0,2,male,52.0,0,0,13.5,S,Mr,0,1,True,False,False,False
696,0.0,3,male,44.0,0,0,8.05,S,Mr,0,1,True,False,False,False
697,1.0,3,female,22.0,0,0,7.7333,Q,Miss,0,1,True,False,False,False
698,0.0,1,male,49.0,1,1,110.8833,C,Mr,0,3,False,True,False,False
699,0.0,3,male,42.0,0,0,7.65,S,Mr,0,1,True,False,False,False
700,1.0,1,female,18.0,1,0,227.525,C,Mrs,0,2,False,True,False,False
701,1.0,1,male,35.0,0,0,26.2875,S,Mr,0,1,True,False,False,False
702,0.0,3,female,18.0,0,1,14.4542,C,Miss,0,2,False,True,False,False
703,0.0,3,male,25.0,0,0,7.7417,Q,Mr,0,1,True,False,False,False
704,0.0,3,male,26.0,1,0,7.8542,S,Mr,0,2,False,True,False,False
705,0.0,2,male,39.0,0,0,26.0,S,Mr,0,1,True,False,False,False
706,1.0,2,female,45.0,0,0,13.5,S,Mrs,0,1,True,False,False,False
707,1.0,1,male,42.0,0,0,26.2875,S,Mr,0,1,True,False,False,False
708,1.0,1,female,22.0,0,0,151.55,S,Miss,0,1,True,False,False,False
709,1.0,3,male,4.0,1,1,15.2458,C,Master,0,3,False,True,False,False
710,1.0,1,female,24.0,0,0,49.5042,C,Miss,0,1,True,False,False,False
711,0.0,1,male,30.0,0,0,26.55,S,Mr,0,1,True,False,False,False
712,1.0,1,male,48.0,1,0,52.0,S,Mr,0,2,False,True,False,False
713,0.0,3,male,29.0,0,0,9.4833,S,Mr,0,1,True,False,False,False
714,0.0,2,male,52.0,0,0,13.0,S,Mr,0,1,True,False,False,False
715,0.0,3,male,19.0,0,0,7.65,S,Mr,0,1,True,False,False,False
716,1.0,1,female,38.0,0,0,227.525,C,Miss,0,1,True,False,False,False
717,1.0,2,female,27.0,0,0,10.5,S,Miss,0,1,True,False,False,False
718,0.0,3,male,30.0,0,0,15.5,Q,Mr,0,1,True,False,False,False
719,0.0,3,male,33.0,0,0,7.775,S,Mr,0,1,True,False,False,False
720,1.0,2,female,6.0,0,1,33.0,S,Miss,0,2,False,True,False,False
721,0.0,3,male,17.0,1,0,7.0542,S,Mr,0,2,False,True,False,False
722,0.0,2,male,34.0,0,0,13.0,S,Mr,0,1,True,False,False,False
723,0.0,2,male,50.0,0,0,13.0,S,Mr,0,1,True,False,False,False
724,1.0,1,male,27.0,1,0,53.1,S,Mr,0,2,False,True,False,False
725,0.0,3,male,20.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
726,1.0,2,female,30.0,3,0,21.0,S,Mrs,0,4,False,True,False,False
727,1.0,3,female,22.0,0,0,7.7375,Q,Miss,0,1,True,False,False,False
728,0.0,2,male,25.0,1,0,26.0,S,Mr,0,2,False,True,False,False
729,0.0,3,female,25.0,1,0,7.925,S,Miss,0,2,False,True,False,False
730,1.0,1,female,29.0,0,0,211.3375,S,Miss,0,1,True,False,False,False
731,0.0,3,male,11.0,0,0,18.7875,C,Mr,0,1,True,False,False,False
732,0.0,2,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
733,0.0,2,male,23.0,0,0,13.0,S,Mr,0,1,True,False,False,False
734,0.0,2,male,23.0,0,0,13.0,S,Mr,0,1,True,False,False,False
735,0.0,3,male,28.5,0,0,16.1,S,Mr,0,1,True,False,False,False
736,0.0,3,female,48.0,1,3,34.375,S,Mrs,0,5,False,False,True,False
737,1.0,1,male,35.0,0,0,512.3292,C,Mr,0,1,True,False,False,False
738,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
739,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
740,1.0,1,male,30.0,0,0,30.0,S,Mr,0,1,True,False,False,False
741,0.0,1,male,36.0,1,0,78.85,S,Mr,0,2,False,True,False,False
742,1.0,1,female,21.0,2,2,262.375,C,Miss,0,5,False,False,True,False
743,0.0,3,male,24.0,1,0,16.1,S,Mr,0,2,False,True,False,False
744,1.0,3,male,31.0,0,0,7.925,S,Mr,0,1,True,False,False,False
745,0.0,1,male,70.0,1,1,71.0,S,Mr,0,3,False,True,False,False
746,0.0,3,male,16.0,1,1,20.25,S,Mr,0,3,False,True,False,False
747,1.0,2,female,30.0,0,0,13.0,S,Miss,0,1,True,False,False,False
748,0.0,1,male,19.0,1,0,53.1,S,Mr,0,2,False,True,False,False
749,0.0,3,male,31.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
750,1.0,2,female,4.0,1,1,23.0,S,Miss,0,3,False,True,False,False
751,1.0,3,male,6.0,0,1,12.475,S,Master,0,2,False,True,False,False
752,0.0,3,male,33.0,0,0,9.5,S,Mr,0,1,True,False,False,False
753,0.0,3,male,23.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
754,1.0,2,female,48.0,1,2,65.0,S,Mrs,0,4,False,True,False,False
755,1.0,2,male,0.67,1,1,14.5,S,Master,0,3,False,True,False,False
756,0.0,3,male,28.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
757,0.0,2,male,18.0,0,0,11.5,S,Mr,0,1,True,False,False,False
758,0.0,3,male,34.0,0,0,8.05,S,Mr,0,1,True,False,False,False
759,1.0,1,female,33.0,0,0,86.5,S,Mrs,0,1,True,False,False,False
760,0.0,3,male,30.0,0,0,14.5,S,Mr,0,1,True,False,False,False
761,0.0,3,male,41.0,0,0,7.125,S,Mr,0,1,True,False,False,False
762,1.0,3,male,20.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
763,1.0,1,female,36.0,1,2,120.0,S,Mrs,0,4,False,True,False,False
764,0.0,3,male,16.0,0,0,7.775,S,Mr,0,1,True,False,False,False
765,1.0,1,female,51.0,1,0,77.9583,S,Mrs,0,2,False,True,False,False
766,0.0,1,male,30.0,0,0,39.6,C,Mr,0,1,True,False,False,False
767,0.0,3,female,30.5,0,0,7.75,Q,Miss,0,1,True,False,False,False
768,0.0,3,male,30.0,1,0,24.15,Q,Mr,0,2,False,True,False,False
769,0.0,3,male,32.0,0,0,8.3625,S,Mr,0,1,True,False,False,False
770,0.0,3,male,24.0,0,0,9.5,S,Mr,0,1,True,False,False,False
771,0.0,3,male,48.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
772,0.0,2,female,57.0,0,0,10.5,S,Mrs,0,1,True,False,False,False
773,0.0,3,male,30.0,0,0,7.225,C,Mr,0,1,True,False,False,False
774,1.0,2,female,54.0,1,3,23.0,S,Mrs,0,5,False,False,True,False
775,0.0,3,male,18.0,0,0,7.75,S,Mr,0,1,True,False,False,False
776,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
777,1.0,3,female,5.0,0,0,12.475,S,Miss,0,1,True,False,False,False
778,0.0,3,male,30.0,0,0,7.7375,Q,Mr,0,1,True,False,False,False
779,1.0,1,female,43.0,0,1,211.3375,S,Mrs,0,2,False,True,False,False
780,1.0,3,female,13.0,0,0,7.2292,C,Miss,0,1,True,False,False,False
781,1.0,1,female,17.0,1,0,57.0,S,Mrs,0,2,False,True,False,False
782,0.0,1,male,29.0,0,0,30.0,S,Mr,0,1,True,False,False,False
783,0.0,3,male,30.0,1,2,23.45,S,Mr,0,4,False,True,False,False
784,0.0,3,male,25.0,0,0,7.05,S,Mr,0,1,True,False,False,False
785,0.0,3,male,25.0,0,0,7.25,S,Mr,0,1,True,False,False,False
786,1.0,3,female,18.0,0,0,7.4958,S,Miss,0,1,True,False,False,False
787,0.0,3,male,8.0,4,1,29.125,Q,Master,0,6,False,False,True,False
788,1.0,3,male,1.0,1,2,20.575,S,Master,0,4,False,True,False,False
789,0.0,1,male,46.0,0,0,79.2,C,Mr,0,1,True,False,False,False
790,0.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
791,0.0,2,male,16.0,0,0,26.0,S,Mr,0,1,True,False,False,False
792,0.0,3,female,22.0,8,2,69.55,S,Miss,0,11,False,False,False,True
793,0.0,1,male,30.0,0,0,30.6958,C,Mr,0,1,True,False,False,False
794,0.0,3,male,25.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
795,0.0,2,male,39.0,0,0,13.0,S,Mr,0,1,True,False,False,False
796,1.0,1,female,49.0,0,0,25.9292,S,Mr,0,1,True,False,False,False
797,1.0,3,female,31.0,0,0,8.6833,S,Mrs,0,1,True,False,False,False
798,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
799,0.0,3,female,30.0,1,1,24.15,S,Mrs,0,3,False,True,False,False
800,0.0,2,male,34.0,0,0,13.0,S,Mr,0,1,True,False,False,False
801,1.0,2,female,31.0,1,1,26.25,S,Mrs,0,3,False,True,False,False
802,1.0,1,male,11.0,1,2,120.0,S,Master,0,4,False,True,False,False
803,1.0,3,male,0.42,0,1,8.5167,C,Master,0,2,False,True,False,False
804,1.0,3,male,27.0,0,0,6.975,S,Mr,0,1,True,False,False,False
805,0.0,3,male,31.0,0,0,7.775,S,Mr,0,1,True,False,False,False
806,0.0,1,male,39.0,0,0,0.0,S,Mr,0,1,True,False,False,False
807,0.0,3,female,18.0,0,0,7.775,S,Miss,0,1,True,False,False,False
808,0.0,2,male,39.0,0,0,13.0,S,Mr,0,1,True,False,False,False
809,1.0,1,female,33.0,1,0,53.1,S,Mrs,0,2,False,True,False,False
810,0.0,3,male,26.0,0,0,7.8875,S,Mr,0,1,True,False,False,False
811,0.0,3,male,39.0,0,0,24.15,S,Mr,0,1,True,False,False,False
812,0.0,2,male,35.0,0,0,10.5,S,Mr,0,1,True,False,False,False
813,0.0,3,female,6.0,4,2,31.275,S,Miss,0,7,False,False,False,True
814,0.0,3,male,30.5,0,0,8.05,S,Mr,0,1,True,False,False,False
815,0.0,1,male,30.0,0,0,0.0,S,Mr,0,1,True,False,False,False
816,0.0,3,female,23.0,0,0,7.925,S,Miss,0,1,True,False,False,False
817,0.0,2,male,31.0,1,1,37.0042,C,Mr,0,3,False,True,False,False
818,0.0,3,male,43.0,0,0,6.45,S,Mr,0,1,True,False,False,False
819,0.0,3,male,10.0,3,2,27.9,S,Master,0,6,False,False,True,False
820,1.0,1,female,52.0,1,1,93.5,S,Mrs,0,3,False,True,False,False
821,1.0,3,male,27.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
822,0.0,1,male,38.0,0,0,0.0,S,Mr,0,1,True,False,False,False
823,1.0,3,female,27.0,0,1,12.475,S,Mrs,0,2,False,True,False,False
824,0.0,3,male,2.0,4,1,39.6875,S,Master,0,6,False,False,True,False
825,0.0,3,male,30.0,0,0,6.95,Q,Mr,0,1,True,False,False,False
826,0.0,3,male,30.0,0,0,56.4958,S,Mr,0,1,True,False,False,False
827,1.0,2,male,1.0,0,2,37.0042,C,Master,0,3,False,True,False,False
828,1.0,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
829,1.0,1,female,62.0,0,0,80.0,S,Mrs,0,1,True,False,False,False
830,1.0,3,female,15.0,1,0,14.4542,C,Mrs,0,2,False,True,False,False
831,1.0,2,male,0.83,1,1,18.75,S,Master,0,3,False,True,False,False
832,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
833,0.0,3,male,23.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
834,0.0,3,male,18.0,0,0,8.3,S,Mr,0,1,True,False,False,False
835,1.0,1,female,39.0,1,1,83.1583,C,Miss,0,3,False,True,False,False
836,0.0,3,male,21.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
837,0.0,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
838,1.0,3,male,32.0,0,0,56.4958,S,Mr,0,1,True,False,False,False
839,1.0,1,male,30.0,0,0,29.7,C,Mr,0,1,True,False,False,False
840,0.0,3,male,20.0,0,0,7.925,S,Mr,0,1,True,False,False,False
841,0.0,2,male,16.0,0,0,10.5,S,Mr,0,1,True,False,False,False
842,1.0,1,female,30.0,0,0,31.0,C,Miss,0,1,True,False,False,False
843,0.0,3,male,34.5,0,0,6.4375,C,Mr,0,1,True,False,False,False
844,0.0,3,male,17.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
845,0.0,3,male,42.0,0,0,7.55,S,Mr,0,1,True,False,False,False
846,0.0,3,male,30.0,8,2,69.55,S,Mr,0,11,False,False,False,True
847,0.0,3,male,35.0,0,0,7.8958,C,Mr,0,1,True,False,False,False
848,0.0,2,male,28.0,0,1,33.0,S,Mr,0,2,False,True,False,False
849,1.0,1,female,35.5,1,0,89.1042,C,Mrs,0,2,False,True,False,False
850,0.0,3,male,4.0,4,2,31.275,S,Master,0,7,False,False,False,True
851,0.0,3,male,74.0,0,0,7.775,S,Mr,1,1,True,False,False,False
852,0.0,3,female,9.0,1,1,15.2458,C,Miss,0,3,False,True,False,False
853,1.0,1,female,16.0,0,1,39.4,S,Miss,0,2,False,True,False,False
854,0.0,2,female,44.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
855,1.0,3,female,18.0,0,1,9.35,S,Mrs,0,2,False,True,False,False
856,1.0,1,female,45.0,1,1,164.8667,S,Mrs,0,3,False,True,False,False
857,1.0,1,male,51.0,0,0,26.55,S,Mr,0,1,True,False,False,False
858,1.0,3,female,24.0,0,3,19.2583,C,Mrs,0,4,False,True,False,False
859,0.0,3,male,30.0,0,0,7.2292,C,Mr,0,1,True,False,False,False
860,0.0,3,male,41.0,2,0,14.1083,S,Mr,0,3,False,True,False,False
861,0.0,2,male,21.0,1,0,11.5,S,Mr,0,2,False,True,False,False
862,1.0,1,female,48.0,0,0,25.9292,S,Mrs,0,1,True,False,False,False
863,0.0,3,female,22.0,8,2,69.55,S,Miss,0,11,False,False,False,True
864,0.0,2,male,24.0,0,0,13.0,S,Mr,0,1,True,False,False,False
865,1.0,2,female,42.0,0,0,13.0,S,Mrs,0,1,True,False,False,False
866,1.0,2,female,27.0,1,0,13.8583,C,Miss,0,2,False,True,False,False
867,0.0,1,male,31.0,0,0,50.4958,S,Mr,0,1,True,False,False,False
868,0.0,3,male,30.0,0,0,9.5,S,Mr,0,1,True,False,False,False
869,1.0,3,male,4.0,1,1,11.1333,S,Master,0,3,False,True,False,False
870,0.0,3,male,26.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
871,1.0,1,female,47.0,1,1,52.5542,S,Mrs,0,3,False,True,False,False
872,0.0,1,male,33.0,0,0,5.0,S,Mr,0,1,True,False,False,False
873,0.0,3,male,47.0,0,0,9.0,S,Mr,0,1,True,False,False,False
874,1.0,2,female,28.0,1,0,24.0,C,Mrs,0,2,False,True,False,False
875,1.0,3,female,15.0,0,0,7.225,C,Miss,0,1,True,False,False,False
876,0.0,3,male,20.0,0,0,9.8458,S,Mr,0,1,True,False,False,False
877,0.0,3,male,19.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
878,0.0,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
879,1.0,1,female,56.0,0,1,83.1583,C,Mrs,0,2,False,True,False,False
880,1.0,2,female,25.0,0,1,26.0,S,Mrs,0,2,False,True,False,False
881,0.0,3,male,33.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
882,0.0,3,female,22.0,0,0,10.5167,S,Miss,0,1,True,False,False,False
883,0.0,2,male,28.0,0,0,10.5,S,Mr,0,1,True,False,False,False
884,0.0,3,male,25.0,0,0,7.05,S,Mr,0,1,True,False,False,False
885,0.0,3,female,39.0,0,5,29.125,Q,Mrs,0,6,False,False,True,False
886,0.0,2,male,27.0,0,0,13.0,S,Mr,0,1,True,False,False,False
887,1.0,1,female,19.0,0,0,30.0,S,Miss,0,1,True,False,False,False
888,0.0,3,female,22.0,1,2,23.45,S,Miss,0,4,False,True,False,False
889,1.0,1,male,26.0,0,0,30.0,C,Mr,0,1,True,False,False,False
890,0.0,3,male,32.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
0,,3,male,34.5,0,0,7.8292,Q,Mr,0,1,True,False,False,False
1,,3,female,47.0,1,0,7.0,S,Mrs,0,2,False,True,False,False
2,,2,male,62.0,0,0,9.6875,Q,Mr,0,1,True,False,False,False
3,,3,male,27.0,0,0,8.6625,S,Mr,0,1,True,False,False,False
4,,3,female,22.0,1,1,12.2875,S,Mrs,0,3,False,True,False,False
5,,3,male,14.0,0,0,9.225,S,Mr,0,1,True,False,False,False
6,,3,female,30.0,0,0,7.6292,Q,Miss,0,1,True,False,False,False
7,,2,male,26.0,1,1,29.0,S,Mr,0,3,False,True,False,False
8,,3,female,18.0,0,0,7.2292,C,Mrs,0,1,True,False,False,False
9,,3,male,21.0,2,0,24.15,S,Mr,0,3,False,True,False,False
10,,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
11,,1,male,46.0,0,0,26.0,S,Mr,0,1,True,False,False,False
12,,1,female,23.0,1,0,82.2667,S,Mrs,0,2,False,True,False,False
13,,2,male,63.0,1,0,26.0,S,Mr,0,2,False,True,False,False
14,,1,female,47.0,1,0,61.175,S,Mrs,0,2,False,True,False,False
15,,2,female,24.0,1,0,27.7208,C,Mrs,0,2,False,True,False,False
16,,2,male,35.0,0,0,12.35,Q,Mr,0,1,True,False,False,False
17,,3,male,21.0,0,0,7.225,C,Mr,0,1,True,False,False,False
18,,3,female,27.0,1,0,7.925,S,Miss,0,2,False,True,False,False
19,,3,female,45.0,0,0,7.225,C,Mrs,0,1,True,False,False,False
20,,1,male,55.0,1,0,59.4,C,Mr,0,2,False,True,False,False
21,,3,male,9.0,0,1,3.1708,S,Master,0,2,False,True,False,False
22,,1,female,35.5,0,0,31.6833,S,Mrs,0,1,True,False,False,False
23,,1,male,21.0,0,1,61.3792,C,Mr,0,2,False,True,False,False
24,,1,female,48.0,1,3,262.375,C,Mrs,0,5,False,False,True,False
25,,3,male,50.0,1,0,14.5,S,Mr,0,2,False,True,False,False
26,,1,female,22.0,0,1,61.9792,C,Miss,0,2,False,True,False,False
27,,3,male,22.5,0,0,7.225,C,Mr,0,1,True,False,False,False
28,,1,male,41.0,0,0,30.5,S,Mr,0,1,True,False,False,False
29,,3,male,30.0,2,0,21.6792,C,Mr,0,3,False,True,False,False
30,,2,male,50.0,1,0,26.0,S,Mr,0,2,False,True,False,False
31,,2,male,24.0,2,0,31.5,S,Mr,0,3,False,True,False,False
32,,3,female,33.0,1,2,20.575,S,Mrs,0,4,False,True,False,False
33,,3,female,35.5,1,2,23.45,S,Mrs,0,4,False,True,False,False
34,,1,male,30.0,1,0,57.75,C,Mr,0,2,False,True,False,False
35,,3,male,18.5,0,0,7.2292,C,Mr,0,1,True,False,False,False
36,,3,female,22.0,0,0,8.05,S,Miss,0,1,True,False,False,False
37,,3,female,21.0,0,0,8.6625,S,Miss,0,1,True,False,False,False
38,,3,male,25.0,0,0,9.5,S,Mr,0,1,True,False,False,False
39,,3,male,30.0,0,0,56.4958,S,Mr,0,1,True,False,False,False
40,,3,male,39.0,0,1,13.4167,C,Mr,0,2,False,True,False,False
41,,1,male,30.0,0,0,26.55,S,Mr,0,1,True,False,False,False
42,,3,male,41.0,0,0,7.85,S,Mr,0,1,True,False,False,False
43,,2,female,30.0,0,0,13.0,S,Mrs,0,1,True,False,False,False
44,,1,female,45.0,1,0,52.5542,S,Mrs,0,2,False,True,False,False
45,,3,male,25.0,0,0,7.925,S,Mr,0,1,True,False,False,False
46,,1,male,45.0,0,0,29.7,C,Mr,0,1,True,False,False,False
47,,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
48,,1,female,60.0,0,0,76.2917,C,Mrs,0,1,True,False,False,False
49,,3,female,36.0,0,2,15.9,S,Mrs,0,3,False,True,False,False
50,,1,male,24.0,1,0,60.0,S,Mr,0,2,False,True,False,False
51,,2,male,27.0,0,0,15.0333,C,Mr,0,1,True,False,False,False
52,,2,female,20.0,2,1,23.0,S,Miss,0,4,False,True,False,False
53,,1,female,28.0,3,2,263.0,S,Miss,0,6,False,False,True,False
54,,2,male,30.0,0,0,15.5792,C,Mr,0,1,True,False,False,False
55,,3,male,10.0,4,1,29.125,Q,Master,0,6,False,False,True,False
56,,3,male,35.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
57,,3,male,25.0,0,0,7.65,S,Mr,0,1,True,False,False,False
58,,3,male,30.0,1,0,16.1,S,Mr,0,2,False,True,False,False
59,,1,female,36.0,0,0,262.375,C,Miss,0,1,True,False,False,False
60,,3,male,17.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
61,,2,male,32.0,0,0,13.5,S,Mr,0,1,True,False,False,False
62,,3,male,18.0,0,0,7.75,S,Mr,0,1,True,False,False,False
63,,3,female,22.0,0,0,7.725,Q,Miss,0,1,True,False,False,False
64,,1,male,13.0,2,2,262.375,C,Master,0,5,False,False,True,False
65,,2,female,35.5,0,0,21.0,S,Mrs,0,1,True,False,False,False
66,,3,female,18.0,0,0,7.8792,Q,Miss,0,1,True,False,False,False
67,,1,male,47.0,0,0,42.4,S,Mr,0,1,True,False,False,False
68,,1,male,31.0,0,0,28.5375,C,Mr,0,1,True,False,False,False
69,,1,female,60.0,1,4,263.0,S,Mrs,0,6,False,False,True,False
70,,3,female,24.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
71,,3,male,21.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
72,,3,female,29.0,0,0,7.925,S,Miss,0,1,True,False,False,False
73,,1,male,28.5,0,0,27.7208,C,Mr,0,1,True,False,False,False
74,,1,female,35.0,0,0,211.5,C,Miss,0,1,True,False,False,False
75,,1,male,32.5,0,0,211.5,C,Mr,0,1,True,False,False,False
76,,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
77,,1,female,55.0,2,0,25.7,S,Mrs,0,3,False,True,False,False
78,,2,male,30.0,0,0,13.0,S,Mr,0,1,True,False,False,False
79,,3,female,24.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
80,,3,male,6.0,1,1,15.2458,C,Master,0,3,False,True,False,False
81,,1,male,67.0,1,0,221.7792,S,Mr,0,2,False,True,False,False
82,,1,male,49.0,0,0,26.0,S,Mr,0,1,True,False,False,False
83,,3,male,30.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
84,,2,male,30.0,0,0,10.7083,Q,Mr,0,1,True,False,False,False
85,,3,male,30.0,1,0,14.4542,C,Mr,0,2,False,True,False,False
86,,3,female,27.0,0,0,7.8792,Q,Miss,0,1,True,False,False,False
87,,3,female,18.0,0,0,8.05,S,Miss,0,1,True,False,False,False
88,,3,female,22.0,0,0,7.75,Q,Miss,0,1,True,False,False,False
89,,2,male,2.0,1,1,23.0,S,Master,0,3,False,True,False,False
90,,3,female,22.0,1,0,13.9,S,Mrs,0,2,False,True,False,False
91,,3,male,30.0,0,0,7.775,S,Mr,0,1,True,False,False,False
92,,1,female,27.0,1,2,52.0,S,Mrs,0,4,False,True,False,False
93,,3,male,30.0,0,0,8.05,S,Mr,0,1,True,False,False,False
94,,1,male,25.0,0,0,26.0,C,Mr,0,1,True,False,False,False
95,,3,male,25.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
96,,1,female,76.0,1,0,78.85,S,Mrs,1,2,False,True,False,False
97,,3,male,29.0,0,0,7.925,S,Mr,0,1,True,False,False,False
98,,3,female,20.0,0,0,7.8542,S,Miss,0,1,True,False,False,False
99,,3,male,33.0,0,0,8.05,S,Mr,0,1,True,False,False,False
100,,1,female,43.0,1,0,55.4417,C,Mrs,0,2,False,True,False,False
101,,2,male,27.0,1,0,26.0,S,Mr,0,2,False,True,False,False
102,,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
103,,3,male,26.0,0,0,7.775,S,Mr,0,1,True,False,False,False
104,,3,female,16.0,1,1,8.5167,C,Mrs,0,3,False,True,False,False
105,,3,male,28.0,0,0,22.525,S,Mr,0,1,True,False,False,False
106,,3,male,21.0,0,0,7.8208,Q,Mr,0,1,True,False,False,False
107,,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
108,,3,male,30.0,0,0,8.7125,S,Mr,0,1,True,False,False,False
109,,2,male,18.5,0,0,13.0,S,Mr,0,1,True,False,False,False
110,,2,male,41.0,0,0,15.0458,C,Mr,0,1,True,False,False,False
111,,3,female,22.0,0,0,7.7792,Q,Miss,0,1,True,False,False,False
112,,1,female,36.0,0,0,31.6792,C,Miss,0,1,True,False,False,False
113,,3,female,18.5,0,0,7.2833,Q,Miss,0,1,True,False,False,False
114,,1,female,63.0,1,0,221.7792,S,Mrs,0,2,False,True,False,False
115,,3,male,18.0,1,0,14.4542,C,Mr,0,2,False,True,False,False
116,,3,male,30.0,0,0,6.4375,C,Mr,0,1,True,False,False,False
117,,3,female,1.0,1,1,16.7,S,Miss,0,3,False,True,False,False
118,,1,male,36.0,0,0,75.2417,C,Mr,0,1,True,False,False,False
119,,2,female,29.0,1,0,26.0,S,Mrs,0,2,False,True,False,False
120,,2,female,12.0,0,0,15.75,S,Miss,0,1,True,False,False,False
121,,3,male,30.0,1,0,7.75,Q,Mr,0,2,False,True,False,False
122,,1,female,35.0,1,0,57.75,C,Mrs,0,2,False,True,False,False
123,,3,male,28.0,0,0,7.25,S,Mr,0,1,True,False,False,False
124,,3,male,30.0,0,0,7.75,Q,Mr,0,1,True,False,False,False
125,,3,female,17.0,0,1,16.1,S,Miss,0,2,False,True,False,False
126,,3,male,22.0,0,0,7.7958,S,Mr,0,1,True,False,False,False
127,,3,female,22.0,2,0,23.25,Q,Miss,0,3,False,True,False,False
128,,2,male,42.0,0,0,13.0,S,Mr,0,1,True,False,False,False
129,,3,male,24.0,0,0,8.05,S,Mr,0,1,True,False,False,False
130,,3,male,32.0,0,0,8.05,S,Mr,0,1,True,False,False,False
131,,1,male,53.0,0,0,28.5,C,Mr,0,1,True,False,False,False
132,,3,female,35.5,0,4,25.4667,S,Mrs,0,5,False,False,True,False
133,,3,male,30.0,1,0,6.4375,C,Mr,0,2,False,True,False,False
134,,3,male,43.0,0,0,7.8958,S,Mr,0,1,True,False,False,False
135,,3,male,24.0,0,0,7.8542,S,Mr,0,1,True,False,False,False
136,,3,male,26.5,0,0,7.225,C,Mr,0,1,True,False,False,False
137,,2,male,26.0,0,0,13.0,S,Mr,0,1,True,False,False,False
138,,3,female,23.0,0,0,8.05,S,Miss,0,1,True,False,False,False
139,,3,male,40.0,1,6,46.9,S,Mr,0,8,False,False,False,True
140,,3,female,10.0,5,2,46.9,S,Miss,0,8,False,False,False,True
141,,1,female,33.0,0,0,151.55,S,Miss,0,1,True,False,False,False
142,,1,male,61.0,1,3,262.375,C,Mr,0,5,False,False,True,False
143,,2,male,28.0,0,0,26.0,S,Mr,0,1,True,False,False,False
144,,1,male,42.0,0,0,26.55,S,Mr,0,1,True,False,False,False
145,,3,male,31.0,3,0,18.0,S,Mr,0,4,False,True,False,False
146,,1,male,30.0,0,0,51.8625,S,Mr,0,1,True,False,False,False
147,,3,male,22.0,0,0,8.05,S,Mr,0,1,True,False,False,False
148,,1,male,30.0,0,0,26.55,S,Mr,0,1,True,False,False,False
